"LocationAbbr","LocationDesc","Year","Datasource","TopicDesc","MeasureDesc","SubMeasureDesc","Data_Value","Data_Value_Unit","Data_Value_Type","GeoLocation","Source","TopicTypeId","TopicId","MeasureId","SubMeasureID","SubMeasureIdDisplayOrder"
"HI","Hawaii","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","93,2",,"Pack","    (21.304850435, -157.857749403)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ID","Idaho","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","122,8",,"Pack","    (43.682630005, -114.363730042)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ID","Idaho","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,554","$","Dollars","    (43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IL","Illinois","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","136,7",,"Pack","    (40.485010283, -88.997710178)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IL","Illinois","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,568","$","Dollars","    (40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IN","Indiana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","150,9",,"Pack","    (39.766910452, -86.149960194)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IN","Indiana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,525","$","Dollars","    (39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IA","Iowa","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","127,1",,"Pack","    (42.469400913, -93.816490556)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IA","Iowa","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,564","$","Dollars","    (42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KS","Kansas","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,548","$","Dollars","    (38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KS","Kansas","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","127,1",,"Pack","    (38.3477403, -98.200781227)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"KY","Kentucky","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","224,7",,"Pack","    (37.645970271, -84.774971048)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"KY","Kentucky","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,434","$","Dollars","    (37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"LA","Louisiana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","142,7",,"Pack","    (31.312660644, -92.445680071)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"LA","Louisiana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,571","$","Dollars","    (31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ME","Maine","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,545","$","Dollars","    (45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ME","Maine","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","143,9",,"Pack","    (45.254228894001, -68.985031336)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MD","Maryland","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,562","$","Dollars","    (39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MD","Maryland","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","134,1",,"Pack","    (39.290580964, -76.609260111)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MA","Massachusetts","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,645","$","Dollars","    (42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MA","Massachusetts","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","120,5",,"Pack","    (42.27687047, -72.082690675)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MI","Michigan","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,572","$","Dollars","    (44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MI","Michigan","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","141,8",,"Pack","    (44.661319543001, -84.71439027)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MN","Minnesota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","118,9",,"Pack","    (46.355648736, -94.794200503)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MN","Minnesota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,609","$","Dollars","    (46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","124,9",,"Pack","    (32.745510099, -89.538030825)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MS","Mississippi","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,565","$","Dollars","    (32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MO","Missouri","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,522","$","Dollars","    (38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MO","Missouri","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","141,8",,"Pack","    (38.635790776, -92.566300053)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MT","Montana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,537","$","Dollars","    (47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MT","Montana","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","127,2",,"Pack","    (47.066528972, -109.424420645)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NE","Nebraska","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","117,4",,"Pack","    (41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NE","Nebraska","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,554","$","Dollars","    (41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NV","Nevada","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","187",,"Pack","    (39.49324039, -117.071840564)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NV","Nevada","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,571","$","Dollars","    (39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NH","New Hampshire","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,532","$","Dollars","    (43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NH","New Hampshire","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","269,6",,"Pack","    (43.655950113, -71.50036092)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NJ","New Jersey","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,635","$","Dollars","    (40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NJ","New Jersey","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","123,9",,"Pack","    (40.130570048, -74.273691288)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NM","New Mexico","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,576","$","Dollars","    (34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NM","New Mexico","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","103,1",,"Pack","    (34.520880952, -106.240580985)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NY","New York","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,611","$","Dollars","    (42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NY","New York","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","126,4",,"Pack","    (42.827001032, -75.543970427)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NC","North Carolina","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,437","$","Dollars","    (35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NC","North Carolina","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","205,5",,"Pack","    (35.466220975, -79.159250463)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ND","North Dakota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,55","$","Dollars","    (47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ND","North Dakota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","121,9",,"Pack","    (47.475319779, -100.118421049)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OH","Ohio","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","131,3",,"Pack","    (40.060210141, -82.404260056)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OH","Ohio","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,563","$","Dollars","    (40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OK","Oklahoma","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,555","$","Dollars","    (35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OK","Oklahoma","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","143,6",,"Pack","    (35.472031356, -97.521070214)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OR","Oregon","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","156,3",,"Pack","    (44.567449424, -120.155031326)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OR","Oregon","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,519","$","Dollars","    (44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"PA","Pennsylvania","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","122,3",,"Pack","    (40.793730152, -77.860700294)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"PA","Pennsylvania","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,606","$","Dollars","    (40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"RI","Rhode Island","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","146,8",,"Pack","    (41.708280193, -71.522470314)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"RI","Rhode Island","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,587","$","Dollars","    (41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SC","South Carolina","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,502","$","Dollars","    (33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SC","South Carolina","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","140,4",,"Pack","    (33.998821303, -81.045371207)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"SD","South Dakota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","116,9",,"Pack","    (44.353130053, -100.373530637)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"SD","South Dakota","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,541","$","Dollars","    (44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TN","Tennessee","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,573","$","Dollars","    (35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TN","Tennessee","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","127,3",,"Pack","    (35.68094058, -85.774490914)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"TX","Texas","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","126,6",,"Pack","    (31.827240407, -99.426770206)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"TX","Texas","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,622","$","Dollars","    (31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"UT","Utah","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","0,537","$","Dollars","    (39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"UT","Utah","1978","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","79,6",,"Pack","    (39.360700171, -111.587130635)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
